ID,SourceId,Organization,RoadwayName,Direction,Description,Reported,LastUpdated,StartDate,PlannedEndDate,EventType,Latitude,Longitude
25987,2024-2007-629571559,MTO-constructions,9,Both Directions,"Expect delays up to 10 minutes.
 From 349 meters west of Concession Road 3 to 40 meters east of Coolihans
 From May 5, 2025 to Nov 14, 2025, 1. Expect delays up to 10 minutes. 2. Alternate closure of Lane 1 would be expected with TC-54s and TCB for Eastbound and Westbound lanes. 3. There is speed limit reduction from 80 to 60 km/h in designated construction zone 4. Lane width on Highway 9 is 3.75 metres and has not changed 5. Vertical Clearances unaffected.
 
 August 08, 2025 - August 15, 2025",2025-04-15T04:00:00+00:00,2025-08-07T13:27:33+00:00,2025-04-15T04:00:00+00:00,2025-11-14T05:00:00+00:00,roadwork,43.9598827100156,-79.9124071676109
28328,2022-4003-145536028,MTO-constructions,401,Both Directions,"Expect delays up to 10 minutes.
 Highway 401 - from 860 metres west of Moulinette Road (Interchange 778) to 300 metres east of Boundary Road  (Interchange 796)
 Highway 401 Eastbound Moulinette Road on ramp will be closed from August 5-29, 2025.  Highway 401 Eastbound Brookdale Avenue straight on ramp closed from May 5 to late October, 2025. Traffic will encounter long duration single lane closures eastbound and westbound.  Speeds reduced to 80 kilometres per hour where posted.  Effective lane width 4.2 metres controlled by temporary concrete barrier.
 
 August 08, 2025 - August 15, 2025",2022-05-17T04:00:00+00:00,2025-08-07T19:54:08+00:00,2022-05-17T04:00:00+00:00,2025-11-28T05:00:00+00:00,roadwork,45.0637173,-74.6911895000001
28329,2024-4016-1954187690,MTO-constructions,60,,"Expect delays up to 10 minutes.
 Highway 60 -  from 0.6 kilometres west of Aylen Lake Road to Mintha Street
 Traffic may encounter single lane closures with flagging Monday to Thursday between 7:00 a.m. and 8:00 p.m. and to 3:00 p.m. on Fridays.  Speeds reduced to 60 kilometres per hour during flagging operations.  Effective lane width 4.1 metres.
 
 August 08, 2025 - August 15, 2025",2024-07-29T04:00:00+00:00,2025-08-07T13:43:01+00:00,2024-07-29T04:00:00+00:00,2025-08-29T04:00:00+00:00,roadwork,45.4898038213507,-77.6855546832764
28330,2024-4055-1972962763,MTO-constructions,62,Both Directions,"Expect delays up to 15 minutes.
 Highway 62 - from 1.0 kilometre south of Slab Street to 0.6 kilometre north of Shoreline Lane
 Traffic may encounter single lane closures with flagging.  Speeds reduced to 60 kilometres per hour during flagging operations.  Effective lane width 3.25 metres.
 
 August 08, 2025 - August 15, 2025",2025-05-05T04:00:00+00:00,2025-08-13T21:57:48+00:00,2025-05-05T04:00:00+00:00,2025-11-21T05:00:00+00:00,roadwork,44.3950264443139,-77.4713791907882
28331,2022-3024-1707729545,MTO-constructions,6,Both Directions,"Expect delays up to 15 minutes.
 McKenzie Creek Bridge Highway 6, 1.2 kilometres South of Argyle Street South for 0.9 kilometre
 North and Southbound lanes open with barrels down the centerline. 80 kilometres per hour speed reduced to 60 kilometres per hour
 
 August 08, 2025 - August 15, 2025",2023-03-20T04:00:00+00:00,2025-08-07T13:07:01+00:00,2023-03-20T04:00:00+00:00,2025-06-30T04:00:00+00:00,roadwork,43.0442808726592,-79.9783433968724
28335,224231,MTO,HWY 405,Eastbound,"Construction on HWY 405 Eastbound  between QEW and STANLEY AVE, Niagara-On-The-Lake. 1 Alternating Lane(s).",2025-05-12T11:00:00+00:00,2025-05-06T15:54:00+00:00,2025-05-12T11:00:00+00:00,2025-10-21T21:00:00+00:00,roadwork,43.152645,-79.15176
28393,224235,MTO,HWY 405,Westbound,"Construction on HWY 405 Westbound  between STANLEY AVE and QEW, Niagara-On-The-Lake. 1 Alternating Lane(s).",2025-05-12T11:00:00+00:00,2025-05-06T19:07:00+00:00,2025-05-12T11:00:00+00:00,2025-10-21T21:00:00+00:00,roadwork,43.14677,-79.08734
29032,2024-2013-389936383,MTO-constructions,400,Both Directions,"There is no impact on traffic.
 Dunlop Street Underpass, Site 30X-0175/B0 from 1.2 kilometres South of Dunlop Street Underpass to 1.5 kilometres North of Dunlop Street Underpass
 No lane closure this week
 
 August 08, 2025 - August 15, 2025",2025-04-28T04:00:00+00:00,2025-08-07T13:28:33+00:00,2025-04-28T04:00:00+00:00,2028-09-24T04:00:00+00:00,roadwork,44.3800432926161,-79.7109209812101
29035,2023-5003-206960483,MTO-constructions,11,Eastbound,"Expect delays up to 10 minutes.
 Highway 11 Matheson from the East Junction of Highway 11/101 to the West Junction of Highway 11/101, rehabilitation of the Russell Creek 2, Unknown Creek, Russell Creek 1 and Wabbler Creek Culverts for 7.7 kilometres
 Alternating eastbound or westbound shoulder closures. Alternating eastbound and westbound single lane closures controlled by traffic control persons. Lane width reduced to 3.75 metres by cones.
 
 August 08, 2025 - August 15, 2025",2024-05-06T04:00:00+00:00,2025-08-13T16:53:56+00:00,2024-05-06T04:00:00+00:00,2025-09-08T04:00:00+00:00,roadwork,48.5328528000001,-80.4641036
29036,2023-5095-2040982171,MTO-constructions,11,Eastbound,"Expect delays up to 15 minutes.
 Highway 11 16.1 kilometres west of Highway 581 easterly for 25 kilometres.
 Daily single lane closures controlled with traffic control barrels. Maximum width at daily one lane closures varies with operations ongoing within project limits. No other restrictions.
 
 August 08, 2025 - August 15, 2025",2024-05-20T04:00:00+00:00,2025-08-11T18:09:25+00:00,2024-05-20T04:00:00+00:00,2025-09-15T04:00:00+00:00,roadwork,49.3154814470719,-82.0489748542788
29037,2023-5095-1210603066,MTO-constructions,581,Northbound,"Expect delays up to 15 minutes.
 Highway 581, 500 metres northerly from Highway 11.
 Single lane closures as required. Maximum width at daily one lane closures varies with operations ongoing. No other restrictions.
 
 August 08, 2025 - August 15, 2025",2024-05-20T04:00:00+00:00,2025-08-11T18:10:26+00:00,2024-05-20T04:00:00+00:00,2025-09-15T04:00:00+00:00,roadwork,49.3436827,-82.160342
29459,2023-5001-943146693,MTO-constructions,17,Eastbound,"Expect delays up to 20 minutes.
 Highway 17 from McFadden Line (Nestorville), easterly for 33.3 kilometres to Highway 546 Iron Bridge. Site 1 - Harris Creek Culvert: Highway 17 approximately 300 metres east of Cavanagh Drive to Portage Street Site 2- MacBeth Creek Culvert: Highway 17 approximately 650 metres west of McFadden Drive to Nestorville Road
 Intermittent daily closures throughout the project controlled with flaggers. Lane width reduced to 3.5 metres and the shoulder reduced to 0.5 metre.  For Site 1 - Harris Creek Culvert - Temporary construction barriers. Lane width reduced to 3.5 metres and the shoulder reduced to 0.5 metre. Speed reduced to 70 kilometres an hour . For Site 2 - Macbeth Creek Culvert - Temporary construction barriers and temporary traffic signals. Lane width reduced to 3.5 metres and the shoulder reduced to 0.5 metre. Speed reduced to 70 kilometres an hour.
 
 August 08, 2025 - August 15, 2025",2024-05-20T04:00:00+00:00,2025-08-13T22:07:10+00:00,2024-05-20T04:00:00+00:00,2025-11-30T05:00:00+00:00,roadwork,46.2786093000001,-83.2224698
29462,2023-6068-21361164,MTO-constructions,17,Both Directions,"Expect delays up to 5 minutes.
 1) Highway 17, 20 kilometres west of Upsala, westerly for 0.1 kilometre.  2) 0.4kilometre west of Sawmill Bay Road westerly for 29.8 kilometres
 Speed reduced to 70 kilometres per hour in designated construction zone
 
 August 08, 2025 - August 15, 2025",2024-08-19T04:00:00+00:00,2025-08-07T13:18:28+00:00,2024-08-19T04:00:00+00:00,2025-08-22T04:00:00+00:00,roadwork,48.9597554455936,-90.2938490011965
29463,2024-6001-1580160741,MTO-constructions,72,Both Directions,"Expect delays up to 10 minutes.
 Highway 17 northerly to 3 kilometres north of Kathlyn Lake Road., south of Sioux Lookout
 Single lane closures controlled by flagging personnel. No speed, width or height restrictions
 
 August 08, 2025 - August 15, 2025",2024-09-04T04:00:00+00:00,2025-08-07T13:21:29+00:00,2024-09-04T04:00:00+00:00,2026-08-14T04:00:00+00:00,roadwork,49.6912754999999,-92.5038502
30736,2025-5011-1649149862,MTO-constructions,17,Westbound,"There is no impact on traffic.
 Highway 17 from 1.3 kilometres west of Gormanville Road easterly for 2.5 kilometres to north junction highway 17/11.
 No restrictions.
 
 August 08, 2025 - August 15, 2025",2025-05-19T04:00:00+00:00,2025-08-12T17:13:04+00:00,2025-05-19T04:00:00+00:00,2025-08-26T04:00:00+00:00,roadwork,46.329361,-79.4661661
30973,224673,MTO,HWY 401,Eastbound,"Construction on HWY 401 Eastbound Collector Off-ramp at LESLIE STREET, Toronto. 1 Right Lane(s).",2025-05-10T09:00:00+00:00,2025-05-13T18:30:00+00:00,2025-05-10T09:00:00+00:00,2025-11-15T10:00:00+00:00,roadwork,43.766285,-79.36286
33682,2025-6004-1047077127,MTO-constructions,621,Both Directions,"Expect delays up to 15 minutes.
 1)Eleanor Bay Bridge, 8 kilometres north of Highway 619, Lake of the Woods 2)McCool River Bridge, 5 kilometres north of Highway 11, La Vallee
 Lane width restrictions of 3.75 metres, Height restriction of 5.0 metres. Single Lane Closures controlled with Portable Temporary Traffic Signals
 
 August 08, 2025 - August 15, 2025",2025-05-05T04:00:00+00:00,2025-08-07T13:10:38+00:00,2025-05-05T04:00:00+00:00,2025-06-20T04:00:00+00:00,roadwork,49.0936160052563,-94.316961863685
33683,2024-3002-2145938843,MTO-constructions,4,Both Directions,"Expect delays up to 10 minutes.
 Highway 4 from Elginfield Road (Highway 7) to Exeter (South limits)
 Alternate lane closures from 7:00am to 7:00pm for Northbound and Southbound lanes.  Left Shoulder is available accordingly. Speed reduction to 60 kilometres per hour in construction zones. Lane width on Highway 4 is 3.75 metres, No height or load restrictions.
 
 August 08, 2025 - August 15, 2025",2025-05-15T04:00:00+00:00,2025-08-07T13:08:07+00:00,2025-05-15T04:00:00+00:00,2025-11-07T05:00:00+00:00,roadwork,43.1947879737979,-81.4187147708947
39878,2023-2009-304570666,MTO-constructions,405,Eastbound,"Expect delays up to 5 minutes.
 Construction on Highway 405 Eastbound between QEW and Stanley Avenue Niagara-On-The-Lake.
 12 MAY, 2025 to 21 OCTOBER, 2025, Advisory speed reduction 80 kilometer an hour in place, 1. Highway 405 Eastbound (United States Bound) LANE 1 closure from Queens Elizabeth Way to Stanley - 1 lane open to traffic at all times - Long duration Lane Closures  2.  Highway 405 Eastbound (United States Bound) LANE 2 closure from Queen Elizabeth Way to Stanley - 1 lane open to traffic at all times - Long duration Lane Closures 3. Highway 405 Westbound traffic alternating lane closure on Highway 405 Westbound- Canada Bound from Stanley to Queen Elizabeth Way- 1 lane open to traffic at all times - Long duration closures. 4. From May 20- October 21, Monday to Friday - Full Nightly Closure USA Bound Highway 405 Eastbound from Queen Elizabeth Way to Stanley Avenue. Lane 1 closed nightly at 21:00. Lane 2 closed nightly at 22:00. All lanes open at 7:00 am. Starting Sunday night 10:00 pm till Saturday Morning 7:00 am. Nightime Detour in effect. 5. July 11- August 22, Highway 405 Westbound traffic alternating lane closure on Highway 405 Westbound - Queenston Lewiston Bridge to Stanley Avenue - 1 lane open to traffic at all times - Long duration closures.
 
 August 08, 2025 - August 15, 2025",2023-06-16T04:00:00+00:00,2025-08-07T13:11:28+00:00,2023-06-16T04:00:00+00:00,2025-09-30T04:00:00+00:00,roadwork,43.1564297,-79.0520972999999
39883,2023-6036-110138998,MTO-constructions,602,Both Directions,"Expect delays up to 5 minutes.
 1.1 kilometres south of Highway 11, on Highway 602
 Single lane closures controlled by traffic lights, Reduced speed 60 kilometres an hour. Lane width 3.8 metres.
 
 August 08, 2025 - August 15, 2025",2025-05-28T04:00:00+00:00,2025-08-07T13:18:13+00:00,2025-05-28T04:00:00+00:00,2026-06-20T04:00:00+00:00,roadwork,48.6253321525308,-93.8237560512506
43385,50225,MTO,HWY 401,Eastbound,"Construction on HWY 401 Eastbound On-ramp at BROOKDALE AVE (IC 789)/Hwy 138, Cornwall. ALL LANES CLOSED.",2025-05-05T10:30:00+00:00,2025-04-30T13:51:00+00:00,2025-05-05T10:30:00+00:00,2025-10-24T19:00:00+00:00,roadwork,45.05213,-74.7731
45264,50262,MTO,HWY 533,Northbound,"Engineering Investigation on HWY 533 Northbound  between FOREST ACCESS RD(E), Mattawan and Timber Lake, Nipissing, Nipissing. 1 Alternating Lane(s).",2025-06-16T11:00:00+00:00,2025-05-30T01:59:00+00:00,2025-06-16T11:00:00+00:00,2025-08-28T23:00:00+00:00,roadwork,46.37341,-78.862366
45277,50263,MTO,HWY 630,Southbound,"Engineering Investigation on HWY 630 Southbound  between SUZANNE'S RD(E) GRAVEL RD(W), Eau Claire and KIOSK-HWY SIGN, Kiosk. 1 Alternating Lane(s).",2025-06-16T11:00:00+00:00,2025-05-30T02:42:00+00:00,2025-06-16T11:00:00+00:00,2025-08-28T23:00:00+00:00,roadwork,46.263477,-78.90461
45334,2024-4057-1288534032,MTO-constructions,401,Westbound,"Expect delays up to 10 minutes.
 Highway 401 - from 0.7 kilometre west of County Road 2 / Toronto Road (Interchange 461) to 0.45 kilometre east of County Road 28 / Ontario Street  (Interchange 464)
 Eastbound off and on ramps at County Road 2 / Toronto Road closed nightly August 19-21, 2025 between 10:00 p.m. and 6:00 a.m. Westbound off and on ramps at County Road 2 / Toronto Road closed August 20, 2025 between 10:00 p.m. and 6:00 a.m. Traffic may encounter nightly lane closures westbound between 8:00 p.m. and 6:00 a.m.  Speeds reduced to 80 kilometres per hour. Effective lane width 4.75 metres.
 
 August 08, 2025 - August 15, 2025",2025-05-26T04:00:00+00:00,2025-08-13T22:02:32+00:00,2025-05-26T04:00:00+00:00,2030-10-16T04:00:00+00:00,roadwork,43.9700578,-78.288817
45335,2025-4002-214433332,MTO-constructions,416,Both Directions,"Expect delays up to 10 minutes.
 Highway 416 - Fallowfield Road - from 2.5 kilometres north of to 2.5 kilometres south of Fallowfield Road (Interchange 66)
 Traffic may encounter nightly single lane closures northbound and southbound.  Speeds reduced to 80 kilometres per hour.  Effective lane width 3.75 metres.
 
 August 08, 2025 - August 15, 2025",2025-06-02T04:00:00+00:00,2025-08-07T13:46:00+00:00,2025-06-02T04:00:00+00:00,2025-11-21T05:00:00+00:00,roadwork,45.2709031390172,-75.7956747610748
45336,2023-5097-1680119602,MTO-constructions,556,Eastbound,"Expect delays up to 15 minutes.
 Highway 556 from Highway 552 easterly to Highway 532 for 21.1 kilometres
 Daily single lane closures controlled by traffic signals or flag person operated signals. Reduced speed to 60 kilometres per hour at several locations.
 
 August 08, 2025 - August 15, 2025",2024-05-13T04:00:00+00:00,2025-08-14T13:08:15+00:00,2024-05-13T04:00:00+00:00,2025-08-31T04:00:00+00:00,roadwork,46.6711875,-84.2686947
45337,2023-5097-980868617,MTO-constructions,532,Northbound,"Expect delays up to 15 minutes.
 Highway 532 from Highway 556 northerly to 1.4 kilometres north of Achigan Creek  for 6.4 kilometres
 Daily single lane closures. Reduced speed of 60 kilometres per hour at several locations. Single lane closures controlled by traffic signals or flagperson operated signals.
 
 August 08, 2025 - August 15, 2025",2024-05-13T04:00:00+00:00,2025-08-14T13:08:43+00:00,2024-05-13T04:00:00+00:00,2025-08-31T04:00:00+00:00,roadwork,46.7498042000001,-84.0678499
45338,2024-5024-580137928,MTO-constructions,546,,"Expect delays up to 15 minutes.
 Little White River Bridge on Highway 546, 0.5 kilometres north of Highway 639 for 0.052 kilometres.
 Single lane closures expected. Temporary construction concrete barriers in use. Lane width reduced to 3.5 metres, shoulder reduced to 0 metre. Speed reduced to 60 kilometres per hour.
 
 August 08, 2025 - August 15, 2025",2025-04-07T04:00:00+00:00,2025-08-12T17:13:32+00:00,2025-04-07T04:00:00+00:00,2026-10-30T04:00:00+00:00,roadwork,46.6592665161756,-82.8140739769609
46729,50332,MTO,HWY 6,Northbound,"Recurring-Construction on HWY 6 Northbound  between Wellington Road 34 / County Road 34 and Maltby Road / Concession 4, Guelph. 1 Alternating Lane(s).",2025-06-04T13:00:00+00:00,2025-06-03T14:01:00+00:00,2025-06-04T13:00:00+00:00,2025-09-30T19:00:00+00:00,roadwork,43.45737,-80.18062
47016,50343,MTO,HWY 522,Westbound,"Engineering Investigation on HWY 522 Westbound  between JACKS LAKE RD(N)EAST HILLS TWP, Golden Valley and BROWN DR(N)MCCONKEY TWP, Port Loring. 1 Alternating Lane(s).",2025-06-16T11:00:00+00:00,2025-06-04T01:45:00+00:00,2025-06-16T11:00:00+00:00,2025-08-28T23:00:00+00:00,roadwork,45.919407,-79.824524
47021,50345,MTO,HWY 535,Southbound,"Engineering Investigation on HWY 535 Southbound  between HWY 17-HAGAR, Hagar and LAKE RD(E), St. Charles. 1 Alternating Lane(s).",2025-06-16T11:00:00+00:00,2025-06-04T02:25:00+00:00,2025-06-16T11:00:00+00:00,2025-08-28T23:00:00+00:00,roadwork,46.45486,-80.41624
47030,50346,MTO,HWY 805,Northbound,"Engineering Investigation on HWY 805 Northbound  between SEC HWY 539A,  and POND LAKE(END OF HWY), River Valley. 1 Alternating Lane(s).",2025-06-16T11:00:00+00:00,2025-06-04T03:32:00+00:00,2025-06-16T11:00:00+00:00,2025-08-28T23:00:00+00:00,roadwork,46.61772,-80.21651
49569,226105,MTO,HWY 8,Westbound,"Construction on HWY 8 Westbound  between ROCKTON RD/OLD HWY 8 and CONCESSION 5 - FLAMBOROUGH, Hamilton. ALL LANES CLOSED.",2025-06-17T10:00:00+00:00,2025-06-09T16:19:00+00:00,2025-06-17T10:00:00+00:00,2025-08-15T22:00:00+00:00,roadwork,43.29747,-80.1177
49630,2025-2001-696532108,MTO-constructions,401,Both Directions,"Expect delays up to 10 minutes.
 Eastbound lanes Courtice Road to Stevenson Road, Park Road, Cubert Street, Oshawa
 The following construction will take place from August 10 at 9:00 p.m. to August 15 at 6:00 a.m.: Nightly alternating lane closures of up to 2 out of 3 lanes on Highway 401 Eastbound from before Harmony Road to beyond Courtice Road. Expect to delay for 10 minutes. Closures will occur Sunday night to Friday morning between 9:00 p.m. and 6:00 a.m. The left shoulder is fully paved. Nightly full ramp closure of the Eastbound/Westbound off-ramp at Courtice Road from Highway 401 Eastbound. Closures will occur nightly from 9:00 p.m. to 6:00 a.m. Expect to delay for 10 minutes. The following construction will take place from August 10 to December 1: Daily right shoulder width reduction to 0.5 meters on Highway 401 Eastbound and Westbound from Stevenson Road to Simcoe Street in Oshawa. The restriction uses concrete barriers. Expect to delay for 10 minutes by default. No impact on vertical clearance.
 
 August 08, 2025 - August 15, 2025",2025-05-05T04:00:00+00:00,2025-08-07T12:30:36+00:00,2025-05-05T04:00:00+00:00,2028-07-28T04:00:00+00:00,roadwork,43.8815710999999,-78.8563046
49631,2024-4050-936504058,MTO-constructions,401,,"Expect delays up to 10 minutes.
 Highway 401 - from 2.6 kilometres east of North Augusta Road (Interchange 698) to 2.6 kilometres west of Stewart Boulevard (Interchange 696)
 Traffic may encounter nightly single lane closures eastbound and westbound using Mobile Work Zone Barrier Monday to Thursday between 7:00 p.m. and 6:00 a.m.  Speeds reduced to 80 kilometres per hour during lane closures.  Effective lane width 5.0 metres.
 
 August 08, 2025 - August 15, 2025",2025-05-23T04:00:00+00:00,2025-08-07T13:45:06+00:00,2025-05-23T04:00:00+00:00,2026-10-02T04:00:00+00:00,roadwork,44.6113052498159,-75.6852634907196
49635,2025-5010-961376770,MTO-constructions,17,Eastbound,"Expect delays up to 5 minutes.
 Highway 17 eastbound and westbound at Highway 69 overpass, 1.3 kilometres easterly and 1.5 kilometres westerly.
 Highway 17 eastbound restrictions - Single lane closure using traffic control barrels. Speed reduced to 70 kilometres an hour. Lane width of 3.75 metres maintained median shoulder width 0.0 metres. outside shoulder is 0.6 metres. Lane diverted to the outside shoulder, restriction is only at approached of the four lane divided portion. Highway 17 westbound restrictions - Single lane closure using traffic control barrels. Speed reduced to 70 kilometres an hour. Lane width of 3.75 metres maintained median shoulder width 0.0 metres. outside shoulder is 0.5 metres. Shoulder width restriction only at the approaches of the four lane divided portion. Median lane closure is at the four lane divided portion.
 
 August 08, 2025 - August 15, 2025",2025-06-03T04:00:00+00:00,2025-08-12T18:39:41+00:00,2025-06-03T04:00:00+00:00,2026-09-16T04:00:00+00:00,roadwork,46.4389612752425,-80.9520555401175
50689,2024-2003-1887135306,MTO-constructions,400,Northbound,"Expect delays up to 10 minutes.
 
 July 7 to July 11, 2025 1. 2 Lanes closed on Highway 400 Northbound north of highway 9 to South of 5th Line 2. 2 Lanes closed on Hwy 400 Southbound north of Highway 9 to South of 5th Line. 3. Highway 400 Northbound Ramp at Canal Road permanently closed as of June 10 2025 4.Highway 400 Southbound Ramp at Canal Road permanently closed as of June 10 2025
 
 August 08, 2025 - August 15, 2025",2025-06-09T04:00:00+00:00,2025-08-07T13:21:05+00:00,2025-06-09T04:00:00+00:00,2027-11-27T05:00:00+00:00,roadwork,44.0294716267225,-79.5941944620996
50690,2024-4049-151959178,MTO-constructions,401,,"There is no impact on traffic.
 Highway 401 - Escott-Rockport Road Overpass - from 2.0 kilometres east of to 2.0 kilometres west of Escott-Rockport Road
 Traffic will encounter a right shoulder closure eastbound controlled by temporary concrete barrier.  Speeds reduced to 80 kilometres per hour.  Effective lane width 3.5 metres.
 
 August 08, 2025 - August 15, 2025",2025-06-06T04:00:00+00:00,2025-08-07T13:43:33+00:00,2025-06-06T04:00:00+00:00,2025-11-07T05:00:00+00:00,roadwork,44.4007323437355,-75.9426433038996
50692,2025-5004-374685914,MTO-constructions,7289,Northbound,"Expect delays up to 10 minutes.
 Highway 7289 from 3.9 kilometres south of Highway 612 to Highway 141.
 Single lane closures expected. Posted regulatory speed limit of 80 kilometres per hour remains in place. Lane reduced to 3.5 metres and shoulder reduced to 0 metres.
 
 August 08, 2025 - August 15, 2025",2025-06-05T04:00:00+00:00,2025-08-13T17:59:03+00:00,2025-06-05T04:00:00+00:00,2026-05-29T04:00:00+00:00,roadwork,45.1717391,-79.7637992
50694,2024-6034-1594263269,MTO-constructions,17,Both Directions,"Expect delays up to 15 minutes.
 Highway 17A: Highway 17A - 1.24 kilometres west of Highway 17/17A east junction, east of Kenora. Highway 17A - 2.1 kilometres west of Highway 671, Kenora. Highway 17A - 4.3 kilometres east of Highway 658, Kenora. Highway 17W: Highway 17 - 4.0 kilometres east of Highway 71, east of Kenora Highway 17 - 8.32 kilometres east Highway 71, east of Kenora
 
 
 August 08, 2025 - August 15, 2025",2024-08-12T04:00:00+00:00,2025-08-07T13:11:46+00:00,2024-08-12T04:00:00+00:00,2025-07-31T04:00:00+00:00,roadwork,49.7577541624582,-94.1316485976448
50695,2025-3008-508924144,MTO-constructions,401,Both Directions,"Expect delays up to 5 minutes.
 Highway 401 from Wellington County Road 32 to 3.4 kilometres East of Watson Road South
 Highway 401 Eastbound alternating Lanes 1 and 2 and 3 Nightly Closures 20:00-06:00 hours. Speed Reductions to 80 kilometers per hour during work hours. Ramps may be closed when working in lane 3. Speed reduced to 80 kilometers per hour during closures. No Width or Height Reduction. Highway 401 westbound lane 3 closure for guide rail replacements. Ramps may be closed when working in lane 3.
 
 August 08, 2025 - August 15, 2025",2025-06-02T04:00:00+00:00,2025-08-07T12:07:37+00:00,2025-06-02T04:00:00+00:00,2026-08-16T04:00:00+00:00,roadwork,43.4732702,-80.0372055999999
50900,2024-4056-1229173971,MTO-constructions,416,Northbound,"Expect delays up to 10 minutes.
 Highway 416 Northbound - from 1.2 kilometres south of County Road 21 (Interchange 12) to 1.9 kilometres north of Ventnor Road and Highway 416 - from 1.3 kilometres south of County Road 44 (Interchange 28) to 250 metres south of County Road 43 (Interchange 34)
 Traffic will encounter a long duration left lane closure northbound and right lane closure southbound. Traffic may encounter daily and nightly single lane closures.  Speeds reduced to 80 kilometres per hour.  Effective lane width 3.5 metres northbound controlled by temporary concrete barrier.
 
 August 08, 2025 - August 15, 2025",2025-06-16T04:00:00+00:00,2025-08-07T13:48:16+00:00,2025-06-16T04:00:00+00:00,2026-10-02T04:00:00+00:00,roadwork,44.8471876394491,-75.536239772931
52952,2025-5004-1894212522,MTO-constructions,141,Northbound,"Expect delays up to 10 minutes.
 Highway 141 from Highway 400 easterly to 0.4 kilometres east of Highway 7289.
 Single lane closures expected. Posted regulatory speed limit of 80 kilometres per hour remains in place. Lane reduced to 3.5 metres and shoulder reduced to 0 metres. All Northbound and Southbound ramps on Highway 400/141 interchange will be closed from 20:00 to 06:00 starting August 13th to August  22nd.
 
 August 08, 2025 - August 15, 2025",2025-06-05T04:00:00+00:00,2025-08-13T17:57:38+00:00,2025-06-05T04:00:00+00:00,2026-05-29T04:00:00+00:00,roadwork,45.2530260658763,-79.822455719526
52953,2024-5022-648386210,MTO-constructions,630,Southbound,"Expect delays up to 5 minutes.
 Amable Du Fond Tributary Culvert, Eau Claire. Highway 630, 15.3 kilometres south of Highway 17 southerly for 0.8 kilometres.
 Daytime single lane and shoulder closures implemented on the northbound lane controlled by traffic control barrels. Lane width 3.5 metres and the shoulder width of up to 1.0 metre will be closed.
 
 August 08, 2025 - August 15, 2025",2025-06-16T04:00:00+00:00,2025-08-07T19:54:04+00:00,2025-06-16T04:00:00+00:00,2025-08-15T04:00:00+00:00,roadwork,46.1726287431519,-78.9162139094571
53484,2025-4011-655601272,MTO-constructions,416,N/A,"Expect delays up to 10 minutes.
 Highway 416 - from 825 metres north of County Road 43 (Interchange 34) to 700 metres south of Bankfield Road / Brophy Drive (Interchange 57)
 Traffic will encounter single lane closures northbound between County Road 43 and Rideau River Road from 6:00 a.m. August 18 to 3:00 p.m. August 22, 2025. Traffic may encounter daily and nightly single lane closures Sunday to Friday.  Speeds reduced to 80 kilometres per hour.  Effective lane width 4.75 metres.
 
 August 08, 2025 - August 15, 2025",2025-06-23T04:00:00+00:00,2025-08-13T22:06:24+00:00,2025-06-23T04:00:00+00:00,2025-11-02T04:00:00+00:00,roadwork,45.0292949340417,-75.625758794568
53485,2025-5015-555566658,MTO-constructions,35,Northbound,"Expect delays up to 10 minutes.
 Minden Twp, from 0.5 kilometres north of Haliburton County Road 21 Northerly 10.7 kilometres to 1.8 kilometres south of Highway 118 / Highway 35 Intersection
 Daytime single lane closures with traffic control person and automated traffic control systems. No height restrictions.
 
 August 08, 2025 - August 15, 2025",2025-06-23T04:00:00+00:00,2025-08-14T13:06:17+00:00,2025-06-23T04:00:00+00:00,2025-10-22T04:00:00+00:00,roadwork,44.9394601,-78.7119413000001
53553,50581,MTO,HWY 417,Westbound,"Construction on HWY 417 Westbound On-ramp at O'CONNOR ST (IC 119B), Ottawa. ALL LANES CLOSED.",2025-07-02T04:00:00+00:00,2025-06-20T14:44:00+00:00,2025-07-02T04:00:00+00:00,2025-08-30T03:59:00+00:00,roadwork,45.41014,-75.689
53711,50591,MTO,HWY 3,Westbound,"Recurring-Construction on HWY 3 Westbound  between Belle River Road West / Cottam Side Road and Belle River Road West / Cottam Side Road, Cottam. 1 Right Lane(s).",2025-06-26T04:00:00+00:00,2025-06-20T19:29:00+00:00,2025-06-26T04:00:00+00:00,2025-08-20T03:59:00+00:00,roadwork,42.119934,-82.75658
53723,2025-5018-342638838,MTO-constructions,101,Westbound,"Expect delays up to 15 minutes.
 Highway 101 from 1.6 kilometres west of Warren-Carty Road westerly for 19.1 kilometres
 Daily single lane closures for paving when required within project limits Monday to Friday. Reduced lane width to 3.75 metres and approximately 0.5 metre paved shoulder. No other restrictions
 
 August 08, 2025 - August 15, 2025",2025-06-23T04:00:00+00:00,2025-08-11T21:12:12+00:00,2025-06-23T04:00:00+00:00,2025-09-26T04:00:00+00:00,roadwork,48.1038050797075,-82.6517609444312
54581,Ontario511,Ontario511,Cedar Road,All Directions,"Other on Cedar Road, north of Englehart, Wabewawa area has been washed out due to a landslide. All lanes closed.",2025-06-23T13:25:00+00:00,2025-08-14T09:32:52+00:00,2025-06-23T13:25:00+00:00,,closures,47.885041,-79.876374
